"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.900185167E0,2.815195770E0,-8.594976654E0,1.715432739E0,9.205523363E0
7.910106167E0,3.812571716E0,-7.956105194E0,1.889820099E0,9.022567980E0
7.920027167E0,4.940775604E0,-7.613767090E0,1.697619781E0,9.233776356E0
7.929948167E0,5.700894928E0,-7.393874359E0,1.321452026E0,9.429518359E0
7.939869167E0,6.187982025E0,-7.182663574E0,9.252259827E-1,9.525640172E0
7.949790167E0,6.310577087E0,-7.135511627E0,5.635780334E-1,9.542354508E0
7.959711167E0,6.084547119E0,-7.327562256E0,2.445913696E-1,9.527576145E0
7.969632167E0,5.775739288E0,-7.459887085E0,-8.247848511E-2,9.434822857E0
7.979553167E0,5.400469666E0,-7.563471680E0,-2.257305908E-1,9.296350400E0
7.989475167E0,4.951702881E0,-7.668104095E0,-1.249900818E-1,9.128789863E0
7.999396167E0,4.373605042E0,-7.777077484E0,1.933978271E-1,8.924615284E0
8.009317167E0,3.712879028E0,-7.944130096E0,6.903643799E-1,8.796094397E0
