"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.690988875E0,1.503757919E1,-9.557624817E0,-1.091230774E-1,1.781821787E1
2.700909875E0,1.255843460E1,-7.804171143E0,-5.420228577E-1,1.479571410E1
2.710830875E0,1.007165588E1,-6.344556427E0,-8.988807678E-1,1.193732110E1
2.720751875E0,7.709717560E0,-4.870870972E0,-9.922865295E-1,9.173317907E0
2.730672875E0,5.691763916E0,-3.318449249E0,-8.319699097E-1,6.640817406E0
2.740593875E0,4.087400208E0,-1.602118378E0,-5.330415344E-1,4.422415294E0
2.750514875E0,2.978805542E0,4.505630493E-2,-3.495231628E-1,2.999579799E0
2.760435875E0,2.133064270E0,1.425485687E0,-4.239184570E-1,2.600322957E0
2.770356875E0,1.430126038E0,2.640958099E0,-6.917115784E-1,3.081945015E0
2.780277875E0,7.547305298E-1,3.419638824E0,-9.873468018E-1,3.638461429E0
2.790198875E0,1.914518738E-1,3.726201324E0,-1.107247467E0,3.891943870E0
2.800119875E0,-1.317260742E-1,3.763773193E0,-1.011895752E0,3.899650423E0
2.810040875E0,-3.552113342E-1,3.517684937E0,-8.102650452E-1,3.627231982E0
2.819961875E0,-4.816983032E-1,2.999462585E0,-6.674620056E-1,3.110356022E0
2.829882875E0,-4.544549561E-1,2.408790894E0,-6.024971008E-1,2.524243576E0
2.839803875E0,-1.930984497E-1,1.861977997E0,-5.828878784E-1,1.960614024E0
2.849724875E0,1.535806274E-1,1.472038879E0,-5.390290833E-1,1.575131050E0
2.859645875E0,5.641767883E-1,1.275497589E0,-5.707630920E-1,1.506970489E0
2.869566875E0,1.031954041E0,1.117875366E0,-5.833369446E-1,1.629373029E0
2.879487875E0,1.523980865E0,1.033151550E0,-5.242098999E-1,1.914344750E0
2.889408875E0,1.950294342E0,1.056952057E0,-3.312611389E-1,2.242884218E0
2.899329875E0,2.230062561E0,1.061442719E0,-1.053808594E-1,2.472032523E0
2.909250875E0,2.379002838E0,1.040635986E0,9.116043091E-2,2.598247098E0
2.919171875E0,2.239792328E0,1.011296997E0,2.432441711E-1,2.469526071E0
2.929092875E0,2.076182556E0,9.569599915E-1,4.099974060E-1,2.322585694E0
2.939013875E0,2.071691895E0,9.648934937E-1,4.900808716E-1,2.337328822E0
2.948934875E0,2.155966644E0,1.013991394E0,4.834945679E-1,2.431077480E0
2.958855875E0,2.320175171E0,1.033600616E0,3.758683777E-1,2.567648748E0
2.968776875E0,2.449506226E0,9.455836487E-1,1.859133911E-1,2.632256252E0
2.978697875E0,2.610421600E0,8.872050476E-1,-1.576222229E-1,2.761571743E0
2.988618875E0,3.042423248E0,7.541317749E-1,-4.833448792E-1,3.171541617E0
2.998539875E0,3.967050476E0,-1.034349060E-1,-7.911048889E-1,4.046484302E0
3.008460875E0,5.753136292E0,-1.500479736E0,-1.155746613E0,6.056877649E0
3.018381875E0,7.904761963E0,-3.427572327E0,-1.542841644E0,8.752935170E0
3.028302875E0,1.024559418E1,-5.754034424E0,-2.151925049E0,1.194620834E1
3.038223875E0,1.286529648E1,-7.808811493E0,-3.014132080E0,1.534856288E1
3.048144875E0,1.545700699E1,-9.032516785E0,-3.849095764E0,1.831177115E1
3.058065875E0,1.783181854E1,-9.326804810E0,-4.781955872E0,2.068405527E1
3.067986875E0,1.995305740E1,-9.721683655E0,-5.557493134E0,2.288058921E1
3.077907875E0,2.157029434E1,-9.969119110E0,-5.720953217E0,2.444156786E1
3.087828875E0,2.285671921E1,-1.035337006E1,-5.514233093E0,2.569102277E1
3.097749875E0,2.419508606E1,-1.206580902E1,-4.986131287E0,2.749267979E1
3.107670875E0,2.485057297E1,-1.380653915E1,-4.233945465E0,2.874191703E1
3.117591875E0,2.495206192E1,-1.485151611E1,-3.685036926E0,2.927033348E1
3.127512875E0,2.509815811E1,-1.582748657E1,-3.299139404E0,2.985483533E1
3.137433875E0,2.521416687E1,-1.686333252E1,-3.083437958E0,3.048989643E1
3.147354875E0,2.480327133E1,-1.745565079E1,-2.985242157E0,3.047644474E1
3.157275875E0,2.390588745E1,-1.727243179E1,-2.758463745E0,2.962157115E1
3.167196875E0,2.237472153E1,-1.594364502E1,-2.299368439E0,2.757018453E1
3.177117875E0,2.034988220E1,-1.393901367E1,-1.669777679E0,2.472249917E1
3.187038875E0,1.797282532E1,-1.173769135E1,-1.048270111E0,2.149173605E1
3.196959875E0,1.560684540E1,-9.571695557E0,-6.447093201E-1,1.831956957E1
